dataset_name,accuracy,macro_f1,weighted_f1,macro_f1_ci_low,macro_f1_ci_high
candidate_gold_strict_v1,0.688,0.551764056176451,0.6803106267428412,0.489222308408973,0.6098679463435777
candidate_gold_extended_v1,0.724,0.5657651911383255,0.7048060977165455,0.5269531700423913,0.6078765812317853
